Code,Description1,Description2,Type,Unknown1,Unknown2,Unknown3,Unknown4
G9090005004,medicare-approved demonstration project),,,,,,
G9091001003,"Oncology; disease status; rectal cancer, limited to invasive cancer,",Onc dx rectal t3 n0 no prog 00      9,,,C,P7B,1      0200601012007
G9091002004,adenocarcinoma as predominant cell type; extent of disease initially,,,,,,
G9091003004,"established as t3, n0, m0 (prior to neo-adjuvant therapy, if any) with no",,,,,,
G9091004004,"evidence of disease progression, recurrence, or metastases (for use in a",,,,,,
G9091005004,medicare-approved demonstration project),,,,,,
G9092001003,"Oncology; disease status; rectal cancer, limited to invasive cancer,","Onc dx rectal t1-3,n1-2noprg00      9",,,C,P7B,1      0200601012007
G9092002004,adenocarcinoma as predominant cell type; extent of disease initially,,,,,,
G9092003004,"established as t1-3, n1-2, m0 (prior to neo-adjuvant therapy, if any) with no",,,,,,
G9092004004,"evidence of disease progression, recurrence or metastases (for use in a",,,,,,
G9092005004,medicare-approved demonstration project),,,,,,
G9093001003,"Oncology; disease status; rectal cancer, limited to invasive cancer,","Onc dx rectal t4,n,m0 no prg00      9",,,C,P7B,1      0200601012007
G9093002004,adenocarcinoma as predominant cell type; extent of disease initially,,,,,,
G9093003004,"established as t4, any n, m0 (prior to neo-adjuvant therapy, if any) with no",,,,,,
G9093004004,"evidence of disease progression, recurrence, or metastases (for use in a",,,,,,
G9093005004,medicare-approved demonstration project),,,,,,
G9094001003,"Oncology; disease status; rectal cancer, limited to invasive cancer,",Onc dx rectal m1 w/mets prog00      9,,,C,P7B,1      0200601012007
G9094002004,"adenocarcinoma as predominant cell type; m1 at diagnosis, metastatic, locally",,,,,,
G9094003004,"recurrent, or progressive (for use in a medicare-approved demonstration project",),,,,,
G9095001003,"Oncology; disease status; rectal cancer, limited to invasive cancer,",Onc dx rectal extent unknwn 00      9,,,C,P7B,1      0200601012007
G9095002004,"adenocarcinoma as predominant cell type; extent of disease unknown, staging in",,,,,,
G9095003004,"progress, or not listed (for use in a medicare-approved demonstration project)",,,,,,
G9096001003,"Oncology; disease status; esophageal cancer, limited to adenocarcinoma or",Onc dx esophag t1-t3 noprog 00      9,,,C,P7B,1      0200601012007
G9096002004,squamous cell carcinoma as predominant cell type; extent of disease initially,,,,,,
G9096003004,"established as t1-t3, n0-n1 or nx (prior to neo-adjuvant therapy, if any) with",,,,,,
G9096004004,"no evidence of disease progression, recurrence, or metastases (for use in a",,,,,,
G9096005004,medicare-approved demonstration project),,,,,,
G9097001003,"Oncology; disease status; esophageal cancer, limited to adenocarcinoma or",Onc dx esophageal t4 no prog00      9,,,C,P7B,1      0200601012007
G9097002004,squamous cell carcinoma as predominant cell type; extent of disease initially,,,,,,
G9097003004,"established as t4, any n, m0 (prior to neo-adjuvant therapy, if any) with no",,,,,,
G9097004004,"evidence of disease progression, recurrence, or metastases (for use in a",,,,,,
G9097005004,medicare-approved demonstration project),,,,,,
G9098001003,"Oncology; disease status; esophageal cancer, limited to adenocarcinoma or",Onc dx esophageal mets recur00      9,,,C,P7B,1      0200601012007
G9098002004,"squamous cell carcinoma as predominant cell type; m1 at diagnosis, metastatic,",,,,,,
G9098003004,"locally recurrent, or progressive (for use in a medicare-approved demonstration",,,,,,
G9098004004,project),,,,,,
G9099001003,"Oncology; disease status; esophageal cancer, limited to adenocarcinoma or",Onc dx esophageal unknown   00      9,,,C,P7B,1      0200601012007
G9099002004,"squamous cell carcinoma as predominant cell type; extent of disease unknown,",,,,,,
G9099003004,"staging in progress, or not listed (for use in a medicare-approved",,,,,,
G9099004004,demonstration project),,,,,,
G9100001003,"Oncology; disease status; gastric cancer, limited to adenocarcinoma as",Onc dx gastric no recurrence00      9,,,C,P7B,1      0200601012007
G9100002004,predominant cell type; post r0 resection (with or without neoadjuvant therapy),,,,,,
G9100003004,"with no evidence of disease recurrence, progression, or metastases (for use in",,,,,,
G9100004004,a medicare-approved demonstration project),,,,,,
G9101001003,"Oncology; disease status; gastric cancer, limited to adenocarcinoma as",Onc dx gastric p r1-r2noprog00      9,,,C,P7B,1      0200601012007
G9101002004,predominant cell type; post r1 or r2 resection (with or without neoadjuvant,,,,,,
G9101003004,"therapy) with no evidence of disease progression, or metastases (for use in a",,,,,,
G9101004004,medicare-approved demonstration project),,,,,,
G9102001003,"Oncology; disease status; gastric cancer, limited to adenocarcinoma as",Onc dx gastric unresectable 00      9,,,C,P7B,1      0200601012007
G9102002004,"predominant cell type; clinical or pathologic m0, unresectable with no evidence",,,,,,
G9102003004,"of disease progression, or metastases (for use in a medicare-approved",,,,,,
G9102004004,demonstration project),,,,,,
G9103001003,"Oncology; disease status; gastric cancer, limited to adenocarcinoma as",Onc dx gastric recurrent    00      9,,,C,P7B,1      0200601012007
G9103002004,"predominant cell type; clinical or pathologic m1 at diagnosis, metastatic,",,,,,,
G9103003004,"locally recurrent, or progressive (for use in a medicare-approved demonstration",,,,,,
G9103004004,project),,,,,,
G9104001003,"Oncology; disease status; gastric cancer, limited to adenocarcinoma as",Onc dx gastric unknown nos  00      9,,,C,P7B,1      0200601012007
G9104002004,"predominant cell type; extent of disease unknown, staging in progress, or not",,,,,,
G9104003004,listed (for use in a medicare-approved demonstration project),,,,,,
G9105001003,"Oncology; disease status; pancreatic cancer, limited to adenocarcinoma as",Onc dx pancreatc p r0 res no00      9,,,C,P7B,1      0200601012007
G9105002004,predominant cell type; post r0 resection without evidence of disease,,,,,,
G9105003004,"progression, recurrence, or metastases (for use in a medicare-approved",,,,,,
G9105004004,demonstration project),,,,,,
G9106001003,"Oncology; disease status; pancreatic cancer, limited to adenocarcinoma; post r1",Onc dx pancreatc p r1/r2 no 00      9,,,C,P7B,1      0200601012007
G9106002004,"or r2 resection with no evidence of disease progression, or metastases (for use",,,,,,
G9106003004,in a medicare-approved demonstration project),,,,,,
G9107001003,"Oncology; disease status; pancreatic cancer, limited to adenocarcinoma;",Onc dx pancreatic unresectab00      9,,,C,P7B,1      0200601012007
G9107002004,"unresectable at diagnosis, m1 at diagnosis, metastatic, locally recurrent, or",,,,,,
G9107003004,progressive (for use in a medicare-approved demonstration project),,,,,,
G9108001003,"Oncology; disease status; pancreatic cancer, limited to adenocarcinoma; extent",Onc dx pancreatic unknwn nos00      9,,,C,P7B,1      0200601012007
G9108002004,"of disease unknown, staging in progress, or not listed (for use in a",,,,,,
G9108003004,medicare-approved demonstration project),,,,,,
G9109001003,"Oncology; disease status; head and neck cancer, limited to cancers of oral",Onc dx head/neck t1-t2no prg00      9,,,C,P7B,1      0200601012007
G9109002004,"cavity, pharynx and larynx with squamous cell as predominant cell type; extent",,,,,,
G9109003004,"of disease initially established as t1-t2 and n0, m0 (prior to neo-adjuvant",,,,,,
G9109004004,"therapy, if any) with no evidence of disease progression, recurrence, or",,,,,,
G9109005004,metastases (for use in a medicare-approved demonstration project),,,,,,
G9110001003,"Oncology; disease status; head and neck cancer, limited to cancers of oral",Onc dx head/neck t3-4 noprog00      9,,,C,P7B,1      0200601012007
G9110002004,"cavity, pharynx and larynx with squamous cell as predominant cell type; extent",,,,,,
G9110003004,"of disease initially established as t3-4 and/or n1-3, m0 (prior to neo-adjuvant",,,,,,
G9110004004,"therapy, if any) with no evidence of disease progression, recurrence, or",,,,,,
G9110005004,metastases (for use in a medicare-approved demonstration project),,,,,,
G9111001003,"Oncology; disease status; head and neck cancer, limited to cancers of oral",Onc dx head/neck m1 mets rec00      9,,,C,P7B,1      0200601012007
G9111002004,"cavity, pharynx and larynx with squamous cell as predominant cell type; m1 at",,,,,,
G9111003004,"diagnosis, metastatic, locally recurrent, or progressive (for use in a",,,,,,
G9111004004,medicare-approved demonstration project),,,,,,
G9112001003,"Oncology; disease status; head and neck cancer, limited to cancers of oral",Onc dx head/neck ext unknown00      9,,,C,P7B,1      0200601012007
G9112002004,"cavity, pharynx and larynx with squamous cell as predominant cell type; extent",,,,,,
G9112003004,"of disease unknown, staging in progress, or not listed (for use in a",,,,,,
G9112004004,medicare-approved demonstration project),,,,,,
G9113001003,"Oncology; disease status; ovarian cancer, limited to epithelial cancer;",Onc dx ovarian stg1a-b no pr00      9,,,C,P7B,1      0200601012007
G9113002004,"pathologic stage ia-b (grade 1) without evidence of disease progression,",,,,,,
G9113003004,"recurrence, or metastases (for use in a medicare-approved demonstration project",),,,,,
G9114001003,"Oncology; disease status; ovarian cancer, limited to epithelial cancer;",Onc dx ovarian stg1a-b or 2 00      9,,,C,P7B,1      0200601012007
G9114002004,pathologic stage ia-b (grade 2-3); or stage ic (all grades); or stage ii;,,,,,,
G9114003004,"without evidence of disease progression, recurrence, or metastases (for use in",,,,,,
G9114004004,a medicare-approved demonstration project),,,,,,
G9115001003,"Oncology; disease status; ovarian cancer, limited to epithelial cancer;",Onc dx ovarian stg3/4 noprog00      9,,,C,P7B,1      0200601012007
G9115002004,"pathologic stage iii-iv; without evidence of progression, recurrence, or",,,,,,
G9115003004,metastases (for use in a medicare-approved demonstration project),,,,,,
G9116001003,"Oncology; disease status; ovarian cancer, limited to epithelial cancer;",Onc dx ovarian recurrence   00      9,,,C,P7B,1      0200601012007
G9116002004,"evidence of disease progression, or recurrence, and/or platinum resistance (for",,,,,,
G9116003004,use in a medicare-approved demonstration project),,,,,,
G9117001003,"Oncology; disease status; ovarian cancer, limited to epithelial cancer; extent",Onc dx ovarian unknown nos  00      9,,,C,P7B,1      0200601012007
G9117002004,"of disease unknown, staging in progress, or not listed (for use in a",,,,,,
G9117003004,medicare-approved demonstration project),,,,,,
G9123001003,"Oncology; disease status; chronic myelogenous leukemia, limited to philadelphia",Onc dx cml chronic phase    00      9,,,C,P7B,1      0200601012007
G9123002004,"chromosome positive and/or bcr-abl positive; chronic phase not in hematologic,",,,,,,
G9123003004,"cytogenetic, or molecular remission (for use in a medicare-approved",,,,,,
G9123004004,demonstration project),,,,,,
G9124001003,"Oncology; disease status; chronic myelogenous leukemia, limited to philadelphia",Onc dx cml acceler phase    00      9,,,C,P7B,1      0200601012007
G9124002004,chromosome positive and/or bcr-abl positive; accelerated phase not in,,,,,,
G9124003004,"hematologic cytogenetic, or molecular remission (for use in a medicare-approved",,,,,,
G9124004004,demonstration project),,,,,,
G9125001003,"Oncology; disease status; chronic myelogenous leukemia, limited to philadelphia",Onc dx cml blast phase      00      9,,,C,P7B,1      0200601012007
G9125002004,"chromosome positive and/or bcr-abl positive; blast phase not in hematologic,",,,,,,
G9125003004,"cytogenetic, or molecular remission (for use in a medicare-approved",,,,,,
